timestamp,device_id,metric,value,unit,raw
2026-04-24T15:30:30.471164+00:00,scm10-eth,temperature,4.487,K,T 4.487
2026-04-24T15:30:30.482246+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  1.045 W
2026-04-24T15:30:30.482246+00:00,hrc110-eth,heater_power,1.045,W,0.19 psi  1.045 W
2026-04-24T15:30:30.904233+00:00,cpa1114-eth,low_pressure,115.8,psi,"scale=0,low_raw=1158,high_raw=3333,low=115.8,high=333.3"
2026-04-24T15:30:30.904233+00:00,cpa1114-eth,high_pressure,333.3,psi,"scale=0,low_raw=1158,high_raw=3333,low=115.8,high=333.3"
2026-04-24T15:30:40.471134+00:00,scm10-eth,temperature,4.489,K,T 4.489
2026-04-24T15:30:40.527178+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  1.045 W
2026-04-24T15:30:40.527178+00:00,hrc110-eth,heater_power,1.045,W,0.19 psi  1.045 W
2026-04-24T15:30:40.794144+00:00,cpa1114-eth,low_pressure,121.3,psi,"scale=0,low_raw=1213,high_raw=3382,low=121.3,high=338.2"
2026-04-24T15:30:40.794144+00:00,cpa1114-eth,high_pressure,338.2,psi,"scale=0,low_raw=1213,high_raw=3382,low=121.3,high=338.2"
2026-04-24T15:30:50.471439+00:00,scm10-eth,temperature,4.486,K,T 4.486
2026-04-24T15:30:50.485046+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  1.035 W
2026-04-24T15:30:50.485046+00:00,hrc110-eth,heater_power,1.035,W,0.19 psi  1.035 W
2026-04-24T15:30:50.744097+00:00,cpa1114-eth,low_pressure,121.3,psi,"scale=0,low_raw=1213,high_raw=3382,low=121.3,high=338.2"
2026-04-24T15:30:50.744097+00:00,cpa1114-eth,high_pressure,338.2,psi,"scale=0,low_raw=1213,high_raw=3382,low=121.3,high=338.2"
2026-04-24T15:31:00.471101+00:00,scm10-eth,temperature,4.487,K,T 4.487
2026-04-24T15:31:00.483045+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  1.022 W
2026-04-24T15:31:00.483045+00:00,hrc110-eth,heater_power,1.022,W,0.19 psi  1.022 W
2026-04-24T15:31:00.734140+00:00,cpa1114-eth,low_pressure,121.2,psi,"scale=0,low_raw=1212,high_raw=3381,low=121.2,high=338.1"
2026-04-24T15:31:00.734140+00:00,cpa1114-eth,high_pressure,338.1,psi,"scale=0,low_raw=1212,high_raw=3381,low=121.2,high=338.1"
2026-04-24T15:31:10.471057+00:00,scm10-eth,temperature,4.488,K,T 4.488
2026-04-24T15:31:10.482386+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  1.020 W
2026-04-24T15:31:10.482386+00:00,hrc110-eth,heater_power,1.02,W,0.19 psi  1.020 W
2026-04-24T15:31:10.778441+00:00,cpa1114-eth,low_pressure,121.3,psi,"scale=0,low_raw=1213,high_raw=3385,low=121.3,high=338.5"
2026-04-24T15:31:10.778441+00:00,cpa1114-eth,high_pressure,338.5,psi,"scale=0,low_raw=1213,high_raw=3385,low=121.3,high=338.5"
2026-04-24T15:31:20.470933+00:00,scm10-eth,temperature,4.487,K,T 4.487
2026-04-24T15:31:20.482368+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  1.021 W
2026-04-24T15:31:20.482368+00:00,hrc110-eth,heater_power,1.021,W,0.19 psi  1.021 W
2026-04-24T15:31:20.646669+00:00,cpa1114-eth,low_pressure,121.4,psi,"scale=0,low_raw=1214,high_raw=3385,low=121.4,high=338.5"
2026-04-24T15:31:20.646669+00:00,cpa1114-eth,high_pressure,338.5,psi,"scale=0,low_raw=1214,high_raw=3385,low=121.4,high=338.5"
2026-04-24T15:31:30.470909+00:00,scm10-eth,temperature,4.487,K,T 4.487
2026-04-24T15:31:30.484015+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  1.021 W
2026-04-24T15:31:30.484015+00:00,hrc110-eth,heater_power,1.021,W,0.19 psi  1.021 W
2026-04-24T15:31:30.645534+00:00,cpa1114-eth,low_pressure,121.7,psi,"scale=0,low_raw=1217,high_raw=3383,low=121.7,high=338.3"
2026-04-24T15:31:30.645534+00:00,cpa1114-eth,high_pressure,338.3,psi,"scale=0,low_raw=1217,high_raw=3383,low=121.7,high=338.3"
2026-04-24T15:31:40.470279+00:00,scm10-eth,temperature,4.486,K,T 4.486
2026-04-24T15:31:40.479006+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  1.013 W
2026-04-24T15:31:40.479006+00:00,hrc110-eth,heater_power,1.013,W,0.19 psi  1.013 W
2026-04-24T15:31:40.593311+00:00,cpa1114-eth,low_pressure,121.5,psi,"scale=0,low_raw=1215,high_raw=3386,low=121.5,high=338.6"
2026-04-24T15:31:40.593311+00:00,cpa1114-eth,high_pressure,338.6,psi,"scale=0,low_raw=1215,high_raw=3386,low=121.5,high=338.6"
2026-04-24T15:31:50.470372+00:00,scm10-eth,temperature,4.485,K,T 4.485
2026-04-24T15:31:50.480923+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  1.009 W
2026-04-24T15:31:50.480923+00:00,hrc110-eth,heater_power,1.009,W,0.19 psi  1.009 W
2026-04-24T15:31:50.634055+00:00,cpa1114-eth,low_pressure,121.5,psi,"scale=0,low_raw=1215,high_raw=3386,low=121.5,high=338.6"
2026-04-24T15:31:50.634055+00:00,cpa1114-eth,high_pressure,338.6,psi,"scale=0,low_raw=1215,high_raw=3386,low=121.5,high=338.6"
2026-04-24T15:32:00.470044+00:00,scm10-eth,temperature,4.486,K,T 4.486
2026-04-24T15:32:00.479576+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  1.005 W
2026-04-24T15:32:00.479576+00:00,hrc110-eth,heater_power,1.005,W,0.19 psi  1.005 W
2026-04-24T15:32:00.664645+00:00,cpa1114-eth,low_pressure,121.5,psi,"scale=0,low_raw=1215,high_raw=3388,low=121.5,high=338.8"
2026-04-24T15:32:00.664645+00:00,cpa1114-eth,high_pressure,338.8,psi,"scale=0,low_raw=1215,high_raw=3388,low=121.5,high=338.8"
2026-04-24T15:32:10.470140+00:00,scm10-eth,temperature,4.489,K,T 4.489
2026-04-24T15:32:10.554067+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  1.004 W
2026-04-24T15:32:10.554067+00:00,hrc110-eth,heater_power,1.004,W,0.19 psi  1.004 W
2026-04-24T15:32:10.709861+00:00,cpa1114-eth,low_pressure,121.7,psi,"scale=0,low_raw=1217,high_raw=3385,low=121.7,high=338.5"
2026-04-24T15:32:10.709861+00:00,cpa1114-eth,high_pressure,338.5,psi,"scale=0,low_raw=1217,high_raw=3385,low=121.7,high=338.5"
2026-04-24T15:32:20.469863+00:00,scm10-eth,temperature,4.486,K,T 4.486
2026-04-24T15:32:20.480353+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  0.999 W
2026-04-24T15:32:20.480353+00:00,hrc110-eth,heater_power,0.999,W,0.19 psi  0.999 W
2026-04-24T15:32:20.834936+00:00,cpa1114-eth,low_pressure,116.1,psi,"scale=0,low_raw=1161,high_raw=3333,low=116.1,high=333.3"
2026-04-24T15:32:20.834936+00:00,cpa1114-eth,high_pressure,333.3,psi,"scale=0,low_raw=1161,high_raw=3333,low=116.1,high=333.3"
2026-04-24T15:32:30.469744+00:00,scm10-eth,temperature,4.487,K,T 4.487
2026-04-24T15:32:30.478177+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  0.993 W
2026-04-24T15:32:30.478177+00:00,hrc110-eth,heater_power,0.993,W,0.19 psi  0.993 W
2026-04-24T15:32:30.975581+00:00,cpa1114-eth,low_pressure,116.2,psi,"scale=0,low_raw=1162,high_raw=3336,low=116.2,high=333.6"
2026-04-24T15:32:30.975581+00:00,cpa1114-eth,high_pressure,333.6,psi,"scale=0,low_raw=1162,high_raw=3336,low=116.2,high=333.6"
2026-04-24T15:32:40.469591+00:00,scm10-eth,temperature,4.488,K,T 4.488
2026-04-24T15:32:40.478108+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  0.990 W
2026-04-24T15:32:40.478108+00:00,hrc110-eth,heater_power,0.99,W,0.19 psi  0.990 W
2026-04-24T15:32:40.902653+00:00,cpa1114-eth,low_pressure,116.4,psi,"scale=0,low_raw=1164,high_raw=3337,low=116.4,high=333.7"
2026-04-24T15:32:40.902653+00:00,cpa1114-eth,high_pressure,333.7,psi,"scale=0,low_raw=1164,high_raw=3337,low=116.4,high=333.7"
2026-04-24T15:32:50.469607+00:00,scm10-eth,temperature,4.487,K,T 4.487
2026-04-24T15:32:50.480269+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  0.980 W
2026-04-24T15:32:50.480269+00:00,hrc110-eth,heater_power,0.98,W,0.19 psi  0.980 W
2026-04-24T15:32:50.852935+00:00,cpa1114-eth,low_pressure,116.3,psi,"scale=0,low_raw=1163,high_raw=3337,low=116.3,high=333.7"
2026-04-24T15:32:50.852935+00:00,cpa1114-eth,high_pressure,333.7,psi,"scale=0,low_raw=1163,high_raw=3337,low=116.3,high=333.7"
2026-04-24T15:33:00.469278+00:00,scm10-eth,temperature,4.487,K,T 4.487
2026-04-24T15:33:00.477731+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  0.980 W
2026-04-24T15:33:00.477731+00:00,hrc110-eth,heater_power,0.98,W,0.19 psi  0.980 W
2026-04-24T15:33:00.705700+00:00,cpa1114-eth,low_pressure,122.0,psi,"scale=0,low_raw=1220,high_raw=3389,low=122.0,high=338.9"
2026-04-24T15:33:00.705700+00:00,cpa1114-eth,high_pressure,338.9,psi,"scale=0,low_raw=1220,high_raw=3389,low=122.0,high=338.9"
2026-04-24T15:33:10.469779+00:00,scm10-eth,temperature,4.485,K,T 4.485
2026-04-24T15:33:10.482064+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  0.980 W
2026-04-24T15:33:10.482064+00:00,hrc110-eth,heater_power,0.98,W,0.19 psi  0.980 W
2026-04-24T15:33:10.835620+00:00,cpa1114-eth,low_pressure,116.2,psi,"scale=0,low_raw=1162,high_raw=3343,low=116.2,high=334.3"
2026-04-24T15:33:10.835620+00:00,cpa1114-eth,high_pressure,334.3,psi,"scale=0,low_raw=1162,high_raw=3343,low=116.2,high=334.3"
2026-04-24T15:33:20.469339+00:00,scm10-eth,temperature,4.484,K,T 4.484
2026-04-24T15:33:20.479974+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  0.992 W
2026-04-24T15:33:20.479974+00:00,hrc110-eth,heater_power,0.992,W,0.19 psi  0.992 W
2026-04-24T15:33:20.875987+00:00,cpa1114-eth,low_pressure,116.6,psi,"scale=0,low_raw=1166,high_raw=3339,low=116.6,high=333.9"
2026-04-24T15:33:20.875987+00:00,cpa1114-eth,high_pressure,333.9,psi,"scale=0,low_raw=1166,high_raw=3339,low=116.6,high=333.9"
2026-04-24T15:33:30.469149+00:00,scm10-eth,temperature,4.485,K,T 4.485
2026-04-24T15:33:30.481300+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  0.993 W
2026-04-24T15:33:30.481300+00:00,hrc110-eth,heater_power,0.993,W,0.19 psi  0.993 W
2026-04-24T15:33:30.711852+00:00,cpa1114-eth,low_pressure,122.1,psi,"scale=0,low_raw=1221,high_raw=3391,low=122.1,high=339.1"
2026-04-24T15:33:30.711852+00:00,cpa1114-eth,high_pressure,339.1,psi,"scale=0,low_raw=1221,high_raw=3391,low=122.1,high=339.1"
2026-04-24T15:33:40.469038+00:00,scm10-eth,temperature,4.484,K,T 4.484
2026-04-24T15:33:40.580050+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  0.994 W
2026-04-24T15:33:40.580050+00:00,hrc110-eth,heater_power,0.994,W,0.19 psi  0.994 W
2026-04-24T15:33:40.674170+00:00,cpa1114-eth,low_pressure,122.3,psi,"scale=0,low_raw=1223,high_raw=3394,low=122.3,high=339.4"
2026-04-24T15:33:40.674170+00:00,cpa1114-eth,high_pressure,339.4,psi,"scale=0,low_raw=1223,high_raw=3394,low=122.3,high=339.4"
2026-04-24T15:33:50.469187+00:00,scm10-eth,temperature,4.485,K,T 4.485
2026-04-24T15:33:50.480801+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  0.994 W
2026-04-24T15:33:50.480801+00:00,hrc110-eth,heater_power,0.994,W,0.19 psi  0.994 W
2026-04-24T15:33:50.704124+00:00,cpa1114-eth,low_pressure,122.2,psi,"scale=0,low_raw=1222,high_raw=3394,low=122.2,high=339.4"
2026-04-24T15:33:50.704124+00:00,cpa1114-eth,high_pressure,339.4,psi,"scale=0,low_raw=1222,high_raw=3394,low=122.2,high=339.4"
2026-04-24T15:34:00.468602+00:00,scm10-eth,temperature,4.487,K,T 4.487
2026-04-24T15:34:00.476820+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  0.996 W
2026-04-24T15:34:00.476820+00:00,hrc110-eth,heater_power,0.996,W,0.19 psi  0.996 W
2026-04-24T15:34:00.741662+00:00,cpa1114-eth,low_pressure,122.5,psi,"scale=0,low_raw=1225,high_raw=3394,low=122.5,high=339.4"
2026-04-24T15:34:00.741662+00:00,cpa1114-eth,high_pressure,339.4,psi,"scale=0,low_raw=1225,high_raw=3394,low=122.5,high=339.4"
2026-04-24T15:34:10.468694+00:00,scm10-eth,temperature,4.488,K,T 4.488
2026-04-24T15:34:10.479205+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  0.996 W
2026-04-24T15:34:10.479205+00:00,hrc110-eth,heater_power,0.996,W,0.19 psi  0.996 W
2026-04-24T15:34:10.571703+00:00,cpa1114-eth,low_pressure,122.2,psi,"scale=0,low_raw=1222,high_raw=3395,low=122.2,high=339.5"
2026-04-24T15:34:10.571703+00:00,cpa1114-eth,high_pressure,339.5,psi,"scale=0,low_raw=1222,high_raw=3395,low=122.2,high=339.5"
2026-04-24T15:34:20.468279+00:00,scm10-eth,temperature,4.488,K,T 4.488
2026-04-24T15:34:20.476510+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  0.995 W
2026-04-24T15:34:20.476510+00:00,hrc110-eth,heater_power,0.995,W,0.19 psi  0.995 W
2026-04-24T15:34:20.571244+00:00,cpa1114-eth,low_pressure,122.3,psi,"scale=0,low_raw=1223,high_raw=3399,low=122.3,high=339.9"
2026-04-24T15:34:20.571244+00:00,cpa1114-eth,high_pressure,339.9,psi,"scale=0,low_raw=1223,high_raw=3399,low=122.3,high=339.9"
2026-04-24T15:34:30.468598+00:00,scm10-eth,temperature,4.488,K,T 4.488
2026-04-24T15:34:30.476905+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  0.985 W
2026-04-24T15:34:30.476905+00:00,hrc110-eth,heater_power,0.985,W,0.19 psi  0.985 W
2026-04-24T15:34:30.941186+00:00,cpa1114-eth,low_pressure,116.6,psi,"scale=0,low_raw=1166,high_raw=3347,low=116.6,high=334.7"
2026-04-24T15:34:30.941186+00:00,cpa1114-eth,high_pressure,334.7,psi,"scale=0,low_raw=1166,high_raw=3347,low=116.6,high=334.7"
2026-04-24T15:34:40.468359+00:00,scm10-eth,temperature,4.485,K,T 4.485
2026-04-24T15:34:40.477533+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  0.980 W
2026-04-24T15:34:40.477533+00:00,hrc110-eth,heater_power,0.98,W,0.19 psi  0.980 W
2026-04-24T15:34:40.611660+00:00,cpa1114-eth,low_pressure,122.4,psi,"scale=0,low_raw=1224,high_raw=3395,low=122.4,high=339.5"
2026-04-24T15:34:40.611660+00:00,cpa1114-eth,high_pressure,339.5,psi,"scale=0,low_raw=1224,high_raw=3395,low=122.4,high=339.5"
2026-04-24T15:34:50.468068+00:00,scm10-eth,temperature,4.484,K,T 4.484
2026-04-24T15:34:50.476877+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  0.989 W
2026-04-24T15:34:50.476877+00:00,hrc110-eth,heater_power,0.989,W,0.19 psi  0.989 W
2026-04-24T15:34:50.641161+00:00,cpa1114-eth,low_pressure,122.7,psi,"scale=0,low_raw=1227,high_raw=3397,low=122.7,high=339.7"
2026-04-24T15:34:50.641161+00:00,cpa1114-eth,high_pressure,339.7,psi,"scale=0,low_raw=1227,high_raw=3397,low=122.7,high=339.7"
2026-04-24T15:35:00.467852+00:00,scm10-eth,temperature,4.486,K,T 4.486
2026-04-24T15:35:00.495174+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  0.991 W
2026-04-24T15:35:00.495174+00:00,hrc110-eth,heater_power,0.991,W,0.19 psi  0.991 W
2026-04-24T15:35:00.780693+00:00,cpa1114-eth,low_pressure,122.3,psi,"scale=0,low_raw=1223,high_raw=3396,low=122.3,high=339.6"
2026-04-24T15:35:00.780693+00:00,cpa1114-eth,high_pressure,339.6,psi,"scale=0,low_raw=1223,high_raw=3396,low=122.3,high=339.6"
2026-04-24T15:35:10.467675+00:00,scm10-eth,temperature,4.485,K,T 4.485
2026-04-24T15:35:10.477034+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  0.991 W
2026-04-24T15:35:10.477034+00:00,hrc110-eth,heater_power,0.991,W,0.19 psi  0.991 W
2026-04-24T15:35:10.811866+00:00,cpa1114-eth,low_pressure,116.8,psi,"scale=0,low_raw=1168,high_raw=3345,low=116.8,high=334.5"
2026-04-24T15:35:10.811866+00:00,cpa1114-eth,high_pressure,334.5,psi,"scale=0,low_raw=1168,high_raw=3345,low=116.8,high=334.5"
2026-04-24T15:35:20.467710+00:00,scm10-eth,temperature,4.485,K,T 4.485
2026-04-24T15:35:20.477074+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  0.991 W
2026-04-24T15:35:20.477074+00:00,hrc110-eth,heater_power,0.991,W,0.19 psi  0.991 W
2026-04-24T15:35:20.850800+00:00,cpa1114-eth,low_pressure,116.8,psi,"scale=0,low_raw=1168,high_raw=3346,low=116.8,high=334.6"
2026-04-24T15:35:20.850800+00:00,cpa1114-eth,high_pressure,334.6,psi,"scale=0,low_raw=1168,high_raw=3346,low=116.8,high=334.6"
2026-04-24T15:35:30.467481+00:00,scm10-eth,temperature,4.487,K,T 4.487
2026-04-24T15:35:30.478322+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  0.981 W
2026-04-24T15:35:30.478322+00:00,hrc110-eth,heater_power,0.981,W,0.19 psi  0.981 W
2026-04-24T15:35:30.821651+00:00,cpa1114-eth,low_pressure,116.7,psi,"scale=0,low_raw=1167,high_raw=3344,low=116.7,high=334.4"
2026-04-24T15:35:30.821651+00:00,cpa1114-eth,high_pressure,334.4,psi,"scale=0,low_raw=1167,high_raw=3344,low=116.7,high=334.4"
2026-04-24T15:35:40.467500+00:00,scm10-eth,temperature,4.487,K,T 4.487
2026-04-24T15:35:40.476353+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  0.980 W
2026-04-24T15:35:40.476353+00:00,hrc110-eth,heater_power,0.98,W,0.19 psi  0.980 W
2026-04-24T15:35:40.765309+00:00,cpa1114-eth,low_pressure,122.3,psi,"scale=0,low_raw=1223,high_raw=3395,low=122.3,high=339.5"
2026-04-24T15:35:40.765309+00:00,cpa1114-eth,high_pressure,339.5,psi,"scale=0,low_raw=1223,high_raw=3395,low=122.3,high=339.5"
2026-04-24T15:35:50.467159+00:00,scm10-eth,temperature,4.487,K,T 4.487
2026-04-24T15:35:50.475829+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  0.982 W
2026-04-24T15:35:50.475829+00:00,hrc110-eth,heater_power,0.982,W,0.19 psi  0.982 W
2026-04-24T15:35:50.690145+00:00,cpa1114-eth,low_pressure,122.5,psi,"scale=0,low_raw=1225,high_raw=3396,low=122.5,high=339.6"
2026-04-24T15:35:50.690145+00:00,cpa1114-eth,high_pressure,339.6,psi,"scale=0,low_raw=1225,high_raw=3396,low=122.5,high=339.6"
2026-04-24T15:36:00.467099+00:00,scm10-eth,temperature,4.487,K,T 4.487
2026-04-24T15:36:00.475863+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  0.983 W
2026-04-24T15:36:00.475863+00:00,hrc110-eth,heater_power,0.983,W,0.19 psi  0.983 W
2026-04-24T15:36:00.720097+00:00,cpa1114-eth,low_pressure,122.4,psi,"scale=0,low_raw=1224,high_raw=3394,low=122.4,high=339.4"
2026-04-24T15:36:00.720097+00:00,cpa1114-eth,high_pressure,339.4,psi,"scale=0,low_raw=1224,high_raw=3394,low=122.4,high=339.4"
2026-04-24T15:36:10.467180+00:00,scm10-eth,temperature,4.485,K,T 4.485
2026-04-24T15:36:10.477828+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  0.983 W
2026-04-24T15:36:10.477828+00:00,hrc110-eth,heater_power,0.983,W,0.19 psi  0.983 W
2026-04-24T15:36:10.709870+00:00,cpa1114-eth,low_pressure,122.5,psi,"scale=0,low_raw=1225,high_raw=3395,low=122.5,high=339.5"
2026-04-24T15:36:10.709870+00:00,cpa1114-eth,high_pressure,339.5,psi,"scale=0,low_raw=1225,high_raw=3395,low=122.5,high=339.5"
2026-04-24T15:36:20.467038+00:00,scm10-eth,temperature,4.485,K,T 4.485
2026-04-24T15:36:20.475922+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  0.983 W
2026-04-24T15:36:20.475922+00:00,hrc110-eth,heater_power,0.983,W,0.19 psi  0.983 W
2026-04-24T15:36:20.644605+00:00,cpa1114-eth,low_pressure,122.4,psi,"scale=0,low_raw=1224,high_raw=3389,low=122.4,high=338.9"
2026-04-24T15:36:20.644605+00:00,cpa1114-eth,high_pressure,338.9,psi,"scale=0,low_raw=1224,high_raw=3389,low=122.4,high=338.9"
2026-04-24T15:36:30.466901+00:00,scm10-eth,temperature,4.487,K,T 4.487
2026-04-24T15:36:30.523788+00:00,hrc110-eth,pressure,0.18,psi,0.18 psi  0.993 W
2026-04-24T15:36:30.523788+00:00,hrc110-eth,heater_power,0.993,W,0.18 psi  0.993 W
2026-04-24T15:36:30.649668+00:00,cpa1114-eth,low_pressure,122.6,psi,"scale=0,low_raw=1226,high_raw=3392,low=122.6,high=339.2"
2026-04-24T15:36:30.649668+00:00,cpa1114-eth,high_pressure,339.2,psi,"scale=0,low_raw=1226,high_raw=3392,low=122.6,high=339.2"
2026-04-24T15:36:40.466746+00:00,scm10-eth,temperature,4.485,K,T 4.485
2026-04-24T15:36:40.479013+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  1.006 W
2026-04-24T15:36:40.479013+00:00,hrc110-eth,heater_power,1.006,W,0.19 psi  1.006 W
2026-04-24T15:36:40.670205+00:00,cpa1114-eth,low_pressure,122.2,psi,"scale=0,low_raw=1222,high_raw=3393,low=122.2,high=339.3"
2026-04-24T15:36:40.670205+00:00,cpa1114-eth,high_pressure,339.3,psi,"scale=0,low_raw=1222,high_raw=3393,low=122.2,high=339.3"
2026-04-24T15:36:50.466667+00:00,scm10-eth,temperature,4.486,K,T 4.486
2026-04-24T15:36:50.479256+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  1.005 W
2026-04-24T15:36:50.479256+00:00,hrc110-eth,heater_power,1.005,W,0.19 psi  1.005 W
2026-04-24T15:36:50.631219+00:00,cpa1114-eth,low_pressure,122.6,psi,"scale=0,low_raw=1226,high_raw=3389,low=122.6,high=338.9"
2026-04-24T15:36:50.631219+00:00,cpa1114-eth,high_pressure,338.9,psi,"scale=0,low_raw=1226,high_raw=3389,low=122.6,high=338.9"
2026-04-24T15:37:00.466468+00:00,scm10-eth,temperature,4.487,K,T 4.487
2026-04-24T15:37:00.475096+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  1.009 W
2026-04-24T15:37:00.475096+00:00,hrc110-eth,heater_power,1.009,W,0.19 psi  1.009 W
2026-04-24T15:37:00.569024+00:00,cpa1114-eth,low_pressure,122.3,psi,"scale=0,low_raw=1223,high_raw=3390,low=122.3,high=339.0"
2026-04-24T15:37:00.569024+00:00,cpa1114-eth,high_pressure,339.0,psi,"scale=0,low_raw=1223,high_raw=3390,low=122.3,high=339.0"
2026-04-24T15:37:10.466655+00:00,scm10-eth,temperature,4.486,K,T 4.486
2026-04-24T15:37:10.479838+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  1.007 W
2026-04-24T15:37:10.479838+00:00,hrc110-eth,heater_power,1.007,W,0.19 psi  1.007 W
2026-04-24T15:37:10.799135+00:00,cpa1114-eth,low_pressure,122.3,psi,"scale=0,low_raw=1223,high_raw=3390,low=122.3,high=339.0"
2026-04-24T15:37:10.799135+00:00,cpa1114-eth,high_pressure,339.0,psi,"scale=0,low_raw=1223,high_raw=3390,low=122.3,high=339.0"
2026-04-24T15:37:20.466295+00:00,scm10-eth,temperature,4.486,K,T 4.486
2026-04-24T15:37:20.478074+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  1.006 W
2026-04-24T15:37:20.478074+00:00,hrc110-eth,heater_power,1.006,W,0.19 psi  1.006 W
2026-04-24T15:37:20.941953+00:00,cpa1114-eth,low_pressure,116.3,psi,"scale=0,low_raw=1163,high_raw=3333,low=116.3,high=333.3"
2026-04-24T15:37:20.941953+00:00,cpa1114-eth,high_pressure,333.3,psi,"scale=0,low_raw=1163,high_raw=3333,low=116.3,high=333.3"
2026-04-24T15:37:30.466139+00:00,scm10-eth,temperature,4.485,K,T 4.485
2026-04-24T15:37:30.476440+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  1.006 W
2026-04-24T15:37:30.476440+00:00,hrc110-eth,heater_power,1.006,W,0.19 psi  1.006 W
2026-04-24T15:37:30.953718+00:00,cpa1114-eth,low_pressure,116.4,psi,"scale=0,low_raw=1164,high_raw=3336,low=116.4,high=333.6"
2026-04-24T15:37:30.953718+00:00,cpa1114-eth,high_pressure,333.6,psi,"scale=0,low_raw=1164,high_raw=3336,low=116.4,high=333.6"
2026-04-24T15:37:40.466214+00:00,scm10-eth,temperature,4.484,K,T 4.484
2026-04-24T15:37:40.474588+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  1.005 W
2026-04-24T15:37:40.474588+00:00,hrc110-eth,heater_power,1.005,W,0.19 psi  1.005 W
2026-04-24T15:37:40.913459+00:00,cpa1114-eth,low_pressure,116.2,psi,"scale=0,low_raw=1162,high_raw=3333,low=116.2,high=333.3"
2026-04-24T15:37:40.913459+00:00,cpa1114-eth,high_pressure,333.3,psi,"scale=0,low_raw=1162,high_raw=3333,low=116.2,high=333.3"
2026-04-24T15:37:50.466062+00:00,scm10-eth,temperature,4.485,K,T 4.485
2026-04-24T15:37:50.479621+00:00,hrc110-eth,pressure,0.18,psi,0.18 psi  1.005 W
2026-04-24T15:37:50.479621+00:00,hrc110-eth,heater_power,1.005,W,0.18 psi  1.005 W
2026-04-24T15:37:50.679460+00:00,cpa1114-eth,low_pressure,122.1,psi,"scale=0,low_raw=1221,high_raw=3384,low=122.1,high=338.4"
2026-04-24T15:37:50.679460+00:00,cpa1114-eth,high_pressure,338.4,psi,"scale=0,low_raw=1221,high_raw=3384,low=122.1,high=338.4"
2026-04-24T15:38:00.465973+00:00,scm10-eth,temperature,4.487,K,T 4.487
2026-04-24T15:38:00.552815+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  1.003 W
2026-04-24T15:38:00.552815+00:00,hrc110-eth,heater_power,1.003,W,0.19 psi  1.003 W
2026-04-24T15:38:00.809598+00:00,cpa1114-eth,low_pressure,115.9,psi,"scale=0,low_raw=1159,high_raw=3333,low=115.9,high=333.3"
2026-04-24T15:38:00.809598+00:00,cpa1114-eth,high_pressure,333.3,psi,"scale=0,low_raw=1159,high_raw=3333,low=115.9,high=333.3"
2026-04-24T15:38:10.465779+00:00,scm10-eth,temperature,4.485,K,T 4.485
2026-04-24T15:38:10.477001+00:00,hrc110-eth,pressure,0.19,psi,0.19 psi  0.986 W
